1691405720657@DebuggableApplications: #MyCalc#
1691405720666@DebuggableApplications: #AudioRecorder#
1691405720696@DeveloperOptions: adb: #false# devops: #true#
1691405720701@Ptracer: #started#
1691405720718@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691405722691@SensorListener: #firstcalibrationdone#
1691405722691@SensorListener: #deviceiscorrectlyused#
1691405722755@SensorListener: #calibrationdone#
1691405722809@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691405722814@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691405722957@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405724570@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691405724770@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405727998@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691405728198@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405728604@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691405730219@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405730416@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691405734048@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405734301@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691405734763@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405734855@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691405735323@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405735715@AppManagement: #onpause#
