1691401541850@DebuggableApplications: #MyCalc#
1691401541854@DebuggableApplications: #AudioRecorder#
1691401541874@DeveloperOptions: adb: #false# devops: #true#
1691401541878@Ptracer: #started#
1691401541904@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691401543868@SensorListener: #firstcalibrationdone#
1691401543868@SensorListener: #deviceiscorrectlyused#
1691401544007@SensorListener: #calibrationdone#
1691401544098@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691401544099@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691401544100@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401545015@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691401545220@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401548242@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691401549654@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401549858@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691401550866@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401551672@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691401552681@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401552884@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691401553690@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401554328@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691401554700@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401555505@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691401556312@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401556514@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691401559148@AppManagement: #onpause#
