1691401666803@DebuggableApplications: #MyCalc#
1691401666807@DebuggableApplications: #AudioRecorder#
1691401666834@DeveloperOptions: adb: #false# devops: #true#
1691401666840@Ptracer: #started#
1691401666859@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691401668826@SensorListener: #firstcalibrationdone#
1691401668826@SensorListener: #deviceiscorrectlyused#
1691401668966@SensorListener: #calibrationdone#
1691401669012@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691401669013@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691401669168@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401669571@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691401669773@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401672201@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691401673435@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401675221@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691401675623@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401676633@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691401677236@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401677438@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691401678043@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401678448@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691401678650@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401678852@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691401682686@AppManagement: #onpause#
