1691402071694@DebuggableApplications: #MyCalc#
1691402071698@DebuggableApplications: #AudioRecorder#
1691402071731@DeveloperOptions: adb: #false# devops: #true#
1691402071735@Ptracer: #started#
1691402071753@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691402073722@SensorListener: #firstcalibrationdone#
1691402073722@SensorListener: #deviceiscorrectlyused#
1691402073829@SensorListener: #calibrationdone#
1691402073856@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691402073862@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691402074068@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691402074837@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691402075076@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #359#
1691402076656@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691402077112@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #359#
1691402078267@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691402078468@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #359#
1691402079074@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691402079882@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #359#
1691402080695@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691402080911@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #359#
1691402081292@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691402085530@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #359#
1691402085733@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691402086943@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #359#
1691402087144@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691402088798@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #359#
1691402088963@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691402088975@AppManagement: #onpause#
