1691399558450@DebuggableApplications: #MyCalc#
1691399558454@DebuggableApplications: #AudioRecorder#
1691399558480@DeveloperOptions: adb: #false# devops: #true#
1691399558483@Ptracer: #started#
1691399558496@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691399560473@SensorListener: #firstcalibrationdone#
1691399560473@SensorListener: #deviceiscorrectlyused#
1691399560522@SensorListener: #calibrationdone#
1691399560589@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691399560590@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691399560723@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399561135@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691399561361@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399561530@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691399565160@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399565565@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691399565783@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399566371@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691399567225@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399567387@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691399568186@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399568388@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691399568590@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691399568795@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691399571414@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399571617@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691399573039@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399573057@AppManagement: #onpause#
