1691396569295@DebuggableApplications: #MyCalc#
1691396569299@DebuggableApplications: #AudioRecorder#
1691396569323@DeveloperOptions: adb: #false# devops: #true#
1691396569327@Ptracer: #started#
1691396569350@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691396571317@SensorListener: #firstcalibrationdone#
1691396571317@SensorListener: #deviceiscorrectlyused#
1691396571425@SensorListener: #calibrationdone#
1691396571468@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691396571469@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691396571625@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691396572838@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691396573037@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691396574047@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691396574248@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691396577879@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691396578484@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691396578686@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691396579492@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691396580519@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691396580904@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691396585869@AppManagement: #onpause#
