1691405877309@DebuggableApplications: #MyCalc#
1691405877314@DebuggableApplications: #AudioRecorder#
1691405877344@DeveloperOptions: adb: #false# devops: #true#
1691405877348@Ptracer: #started#
1691405877362@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691405879337@SensorListener: #firstcalibrationdone#
1691405879337@SensorListener: #deviceiscorrectlyused#
1691405879385@SensorListener: #calibrationdone#
1691405879415@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691405879415@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691405879591@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405879593@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691405881605@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405882614@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691405882818@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405883219@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691405883420@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405883622@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691405883824@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405884025@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691405884229@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405885255@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691405885437@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405887669@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691405887669@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405894382@AppManagement: #onpause#
