1691399615794@DebuggableApplications: #MyCalc#
1691399615797@DebuggableApplications: #AudioRecorder#
1691399615821@DeveloperOptions: adb: #false# devops: #true#
1691399615825@Ptracer: #started#
1691399615854@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691399617819@SensorListener: #firstcalibrationdone#
1691399617819@SensorListener: #deviceiscorrectlyused#
1691399617902@SensorListener: #calibrationdone#
1691399617960@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691399617961@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691399617962@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691399618102@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691399618576@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691399618751@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691399618753@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691399619514@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691399619717@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691399619917@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691399620119@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691399621963@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691399622340@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691399622540@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399631454@AppManagement: #onpause#
