1691396589941@DebuggableApplications: #MyCalc#
1691396589944@DebuggableApplications: #AudioRecorder#
1691396589962@DeveloperOptions: adb: #false# devops: #true#
1691396589966@Ptracer: #started#
1691396589981@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691396591962@SensorListener: #firstcalibrationdone#
1691396591963@SensorListener: #deviceiscorrectlyused#
1691396592032@SensorListener: #calibrationdone#
1691396592098@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691396592098@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691396592231@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691396592845@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691396593844@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691396594048@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691396594652@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691396594853@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691396595056@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691396595256@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691396595458@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691396596707@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691396597476@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691396598084@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691396598484@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691396598685@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691396598891@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691396599291@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691396606426@AppManagement: #onpause#
