1691401758984@DebuggableApplications: #MyCalc#
1691401758993@DebuggableApplications: #AudioRecorder#
1691401759021@DeveloperOptions: adb: #false# devops: #true#
1691401759027@Ptracer: #started#
1691401759047@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691401761015@SensorListener: #firstcalibrationdone#
1691401761015@SensorListener: #deviceiscorrectlyused#
1691401761101@SensorListener: #calibrationdone#
1691401761124@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691401761126@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691401761302@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691401761923@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401762114@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691401762312@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401762529@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691401763122@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401763524@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691401767759@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401768016@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691401768768@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401769170@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691401774417@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #359#
1691401774617@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401775223@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691401776133@AppManagement: #onpause#
