1691401230578@DebuggableApplications: #MyCalc#
1691401230582@DebuggableApplications: #AudioRecorder#
1691401230606@DeveloperOptions: adb: #false# devops: #true#
1691401230609@Ptracer: #started#
1691401230617@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691401232601@SensorListener: #firstcalibrationdone#
1691401232601@SensorListener: #deviceiscorrectlyused#
1691401232707@SensorListener: #calibrationdone#
1691401232749@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691401232749@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401232909@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401234322@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401234525@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401236137@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401236944@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401237548@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401237952@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401238558@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401239389@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401240372@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401241784@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401242026@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401242594@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401242797@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401242995@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401243195@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401243400@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401244204@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401245852@AppManagement: #onpause#
