1691399425955@DebuggableApplications: #MyCalc#
1691399425964@DebuggableApplications: #AudioRecorder#
1691399425985@DeveloperOptions: adb: #false# devops: #true#
1691399425989@Ptracer: #started#
1691399426104@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691399427980@SensorListener: #firstcalibrationdone#
1691399427980@SensorListener: #deviceiscorrectlyused#
1691399428129@SensorListener: #calibrationdone#
1691399428183@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691399428184@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691399428364@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399432011@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691399432196@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399432777@SensorListener: Numbers: Azimuth #1# Pitch #2# Roll #359#
1691399432972@SensorListener: Numbers: Azimuth #2# Pitch #2# Roll #359#
1691399433778@SensorListener: Numbers: Azimuth #2# Pitch #2# Roll #0#
1691399434988@SensorListener: Numbers: Azimuth #2# Pitch #2# Roll #359#
1691399434989@SensorListener: Numbers: Azimuth #2# Pitch #2# Roll #0#
1691399435797@SensorListener: Numbers: Azimuth #2# Pitch #2# Roll #359#
1691399435798@SensorListener: Numbers: Azimuth #2# Pitch #2# Roll #0#
1691399443148@AppManagement: #onpause#
