1691405775739@DebuggableApplications: #MyCalc#
1691405775751@DebuggableApplications: #AudioRecorder#
1691405775789@DeveloperOptions: adb: #false# devops: #true#
1691405775800@Ptracer: #started#
1691405775806@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691405777777@SensorListener: #firstcalibrationdone#
1691405777777@SensorListener: #deviceiscorrectlyused#
1691405777840@SensorListener: #calibrationdone#
1691405777852@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691405777852@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691405778042@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691405779862@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405780060@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691405780261@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405780462@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691405785305@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405785760@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691405786111@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405786732@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691405787120@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405787322@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691405787522@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405787723@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691405788939@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405789744@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691405789943@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405791960@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691405792676@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405792816@AppManagement: #onpause#
