1691739595743@DebuggableApplications: #MyCalc#
1691739595745@DebuggableApplications: #AudioRecorder#
1691739595763@DeveloperOptions: adb: #false# devops: #true#
1691739595768@Ptracer: #started#
1691739595791@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691739597759@SensorListener: #firstcalibrationdone#
1691739597759@SensorListener: #deviceiscorrectlyused#
1691739597836@SensorListener: #calibrationdone#
1691739597922@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691739597922@SensorListener: Numbers: Azimuth #0# Pitch #-19# Roll #0#
1691739598095@SensorListener: Numbers: Azimuth #359# Pitch #-20# Roll #0#
1691739598097@SensorListener: Numbers: Azimuth #359# Pitch #-20# Roll #359#
1691739598288@SensorListener: Numbers: Azimuth #0# Pitch #-21# Roll #359#
1691739598512@SensorListener: Numbers: Azimuth #0# Pitch #-21# Roll #0#
1691739598726@SensorListener: Numbers: Azimuth #1# Pitch #-22# Roll #2#
1691739598909@SensorListener: Numbers: Azimuth #1# Pitch #-21# Roll #1#
1691739599072@SensorListener: Numbers: Azimuth #1# Pitch #-20# Roll #1#
1691739599231@SensorListener: Numbers: Azimuth #0# Pitch #-21# Roll #1#
1691739599435@SensorListener: Numbers: Azimuth #0# Pitch #-20# Roll #1#
1691739599650@SensorListener: Numbers: Azimuth #0# Pitch #-19# Roll #0#
1691739599651@SensorListener: Numbers: Azimuth #0# Pitch #-19# Roll #1#
1691739600070@SensorListener: Numbers: Azimuth #0# Pitch #-19# Roll #0#
1691739600072@SensorListener: Numbers: Azimuth #0# Pitch #-20# Roll #1#
1691739600300@SensorListener: Numbers: Azimuth #1# Pitch #-20# Roll #3#
1691739600505@SensorListener: Numbers: Azimuth #1# Pitch #-21# Roll #3#
1691739600660@SensorListener: Numbers: Azimuth #1# Pitch #-21# Roll #2#
1691739600843@SensorListener: Numbers: Azimuth #1# Pitch #-20# Roll #2#
1691739601125@SensorListener: Numbers: Azimuth #1# Pitch #-20# Roll #3#
1691739601254@SensorListener: Numbers: Azimuth #1# Pitch #-20# Roll #2#
1691739601502@SensorListener: Numbers: Azimuth #1# Pitch #-21# Roll #3#
1691739601640@SensorListener: Numbers: Azimuth #1# Pitch #-20# Roll #2#
1691739601994@SensorListener: Numbers: Azimuth #1# Pitch #-19# Roll #2#
1691739602075@SensorListener: Numbers: Azimuth #1# Pitch #-19# Roll #4#
1691739602316@SensorListener: Numbers: Azimuth #0# Pitch #-20# Roll #2#
1691739602474@SensorListener: Numbers: Azimuth #2# Pitch #-20# Roll #2#
1691739602820@SensorListener: Numbers: Azimuth #1# Pitch #-20# Roll #3#
1691739602861@SensorListener: Numbers: Azimuth #1# Pitch #-19# Roll #3#
1691739602877@SensorListener: Numbers: Azimuth #2# Pitch #-19# Roll #4#
1691739603059@SensorListener: Numbers: Azimuth #1# Pitch #-19# Roll #3#
1691739603259@SensorListener: Numbers: Azimuth #1# Pitch #-20# Roll #3#
1691739603461@SensorListener: Numbers: Azimuth #2# Pitch #-21# Roll #4#
1691739603665@SensorListener: Numbers: Azimuth #2# Pitch #-20# Roll #5#
1691739603666@SensorListener: Numbers: Azimuth #2# Pitch #-21# Roll #5#
1691739603879@SensorListener: Numbers: Azimuth #2# Pitch #-19# Roll #4#
1691739604072@SensorListener: Numbers: Azimuth #1# Pitch #-19# Roll #3#
1691739604325@SensorListener: Numbers: Azimuth #1# Pitch #-18# Roll #3#
1691739604469@SensorListener: Numbers: Azimuth #1# Pitch #-20# Roll #3#
1691739604473@SensorListener: Numbers: Azimuth #1# Pitch #-21# Roll #4#
1691739604697@SensorListener: Numbers: Azimuth #2# Pitch #-22# Roll #5#
1691739604877@SensorListener: Numbers: Azimuth #2# Pitch #-21# Roll #6#
1691739605303@SensorListener: Numbers: Azimuth #2# Pitch #-20# Roll #6#
1691739605304@SensorListener: Numbers: Azimuth #1# Pitch #-21# Roll #5#
1691739605735@SensorListener: Numbers: Azimuth #1# Pitch #-20# Roll #4#
1691739605923@SensorListener: Numbers: Azimuth #1# Pitch #-19# Roll #4#
1691739606097@SensorListener: Numbers: Azimuth #0# Pitch #-19# Roll #3#
1691739606098@SensorListener: Numbers: Azimuth #0# Pitch #-20# Roll #3#
1691739606499@SensorListener: Numbers: Azimuth #1# Pitch #-20# Roll #3#
1691739606902@SensorListener: Numbers: Azimuth #2# Pitch #-20# Roll #4#
1691739607083@SensorListener: Numbers: Azimuth #2# Pitch #-20# Roll #5#
1691739607284@SensorListener: Numbers: Azimuth #2# Pitch #-21# Roll #4#
1691739607512@SensorListener: Numbers: Azimuth #3# Pitch #-22# Roll #5#
1691739607700@SensorListener: Numbers: Azimuth #3# Pitch #-21# Roll #4#
1691739607702@SensorListener: Numbers: Azimuth #3# Pitch #-21# Roll #6#
1691739607898@SensorListener: Numbers: Azimuth #4# Pitch #-22# Roll #7#
1691739608108@SensorListener: Numbers: Azimuth #4# Pitch #-24# Roll #7#
1691739608300@SensorListener: Numbers: Azimuth #7# Pitch #-24# Roll #7#
1691739608567@SensorListener: Numbers: Azimuth #6# Pitch #-22# Roll #7#
1691739608569@SensorListener: Numbers: Azimuth #4# Pitch #-21# Roll #4#
1691739608707@SensorListener: Numbers: Azimuth #3# Pitch #-19# Roll #3#
1691739608920@SensorListener: Numbers: Azimuth #2# Pitch #-18# Roll #2#
1691739609113@SensorListener: Numbers: Azimuth #2# Pitch #-17# Roll #2#
1691739609331@SensorListener: Numbers: Azimuth #1# Pitch #-17# Roll #2#
1691739609335@SensorListener: Numbers: Azimuth #2# Pitch #-17# Roll #4#
1691739609522@SensorListener: Numbers: Azimuth #1# Pitch #-18# Roll #3#
1691739609709@SensorListener: Numbers: Azimuth #2# Pitch #-18# Roll #3#
1691739609929@SensorListener: Numbers: Azimuth #3# Pitch #-19# Roll #4#
1691739610120@SensorListener: Numbers: Azimuth #3# Pitch #-19# Roll #5#
1691739610121@SensorListener: Numbers: Azimuth #3# Pitch #-20# Roll #5#
1691739610328@SensorListener: Numbers: Azimuth #3# Pitch #-19# Roll #4#
1691739610773@SensorListener: Numbers: Azimuth #3# Pitch #-18# Roll #4#
1691739610963@SensorListener: Numbers: Azimuth #3# Pitch #-19# Roll #5#
1691739610965@SensorListener: Numbers: Azimuth #4# Pitch #-18# Roll #7#
1691739611160@SensorListener: Numbers: Azimuth #2# Pitch #-18# Roll #4#
1691739611323@SensorListener: Numbers: Azimuth #3# Pitch #-19# Roll #5#
1691739611748@SensorListener: Numbers: Azimuth #3# Pitch #-18# Roll #5#
1691739611750@SensorListener: Numbers: Azimuth #3# Pitch #-19# Roll #5#
1691739611995@SensorListener: Numbers: Azimuth #3# Pitch #-19# Roll #4#
1691739612125@SensorListener: Numbers: Azimuth #2# Pitch #-19# Roll #2#
1691739612429@SensorListener: Numbers: Azimuth #3# Pitch #-19# Roll #2#
1691739612550@SensorListener: Numbers: Azimuth #3# Pitch #-19# Roll #1#
1691739612552@SensorListener: Numbers: Azimuth #3# Pitch #-20# Roll #2#
1691739612743@SensorListener: Numbers: Azimuth #4# Pitch #-20# Roll #3#
1691739613006@SensorListener: Numbers: Azimuth #4# Pitch #-21# Roll #2#
1691739613094@AppManagement: #onpause#
