1691399170013@DebuggableApplications: #MyCalc#
1691399170017@DebuggableApplications: #AudioRecorder#
1691399170050@DeveloperOptions: adb: #false# devops: #true#
1691399170063@Ptracer: #started#
1691399170067@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691399172040@SensorListener: #firstcalibrationdone#
1691399172041@SensorListener: #deviceiscorrectlyused#
1691399172068@SensorListener: #calibrationdone#
1691399172122@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691399172125@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691399172126@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691399172874@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399172875@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691399173117@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399173501@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691399175907@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399176961@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691399177314@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399177919@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691399178120@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399178321@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691399178724@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399178925@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691399180567@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399180776@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691399181548@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399182556@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691399187196@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399187433@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691399188065@AppManagement: #onpause#
