1691742074403@DebuggableApplications: #MyCalc#
1691742074407@DebuggableApplications: #AudioRecorder#
1691742074433@DeveloperOptions: adb: #false# devops: #true#
1691742074433@Ptracer: #started#
1691742074456@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691742076423@SensorListener: #firstcalibrationdone#
1691742076423@SensorListener: #deviceiscorrectlyused#
1691742076557@SensorListener: #calibrationdone#
1691742076574@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691742076575@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691742076732@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691742076978@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691742076986@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691742077237@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691742077435@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691742077924@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691742077925@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691742078181@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691742078183@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691742078565@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691742079356@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691742079568@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691742080488@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691742080490@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691742080980@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691742081197@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691742083005@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691742083199@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691742083596@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691742083793@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691742085052@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691742085277@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691742086039@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691742086231@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691742086691@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691742087019@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691742087497@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691742087501@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691742088105@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #359#
1691742088264@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691742089097@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #359#
1691742089283@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
