1691408141226@DebuggableApplications: #MyCalc#
1691408141229@DebuggableApplications: #AudioRecorder#
1691408141250@DeveloperOptions: adb: #false# devops: #true#
1691408141253@Ptracer: #started#
1691408141267@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691408143246@SensorListener: #firstcalibrationdone#
1691408143246@SensorListener: #deviceiscorrectlyused#
1691408143349@SensorListener: #calibrationdone#
1691408143415@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691408143415@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691408143551@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691408144393@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691408144811@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691408145768@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691408145970@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691408147181@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691408147790@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691408147999@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691408148209@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691408160680@AppManagement: #onpause#
