1691407293046@DebuggableApplications: #MyCalc#
1691407293049@DebuggableApplications: #AudioRecorder#
1691407293070@DeveloperOptions: adb: #false# devops: #true#
1691407293074@Ptracer: #started#
1691407293081@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691407295070@SensorListener: #firstcalibrationdone#
1691407295070@SensorListener: #deviceiscorrectlyused#
1691407295218@SensorListener: #calibrationdone#
1691407295285@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691407295287@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691407295290@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691407301674@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691407302505@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691407304698@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691407304902@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691407305707@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691407305709@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691407306919@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691407307322@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691407309233@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691407309251@AppManagement: #onpause#
