1691739616846@DebuggableApplications: #MyCalc#
1691739616849@DebuggableApplications: #AudioRecorder#
1691739616871@DeveloperOptions: adb: #false# devops: #true#
1691739616875@Ptracer: #started#
1691739616895@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691739618868@SensorListener: #firstcalibrationdone#
1691739618868@SensorListener: #deviceiscorrectlyused#
1691739618946@SensorListener: #calibrationdone#
1691739619015@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691739619015@SensorListener: Numbers: Azimuth #0# Pitch #-23# Roll #0#
1691739619113@SensorListener: Numbers: Azimuth #0# Pitch #-22# Roll #359#
1691739619118@SensorListener: Numbers: Azimuth #359# Pitch #-20# Roll #359#
1691739619301@SensorListener: Numbers: Azimuth #358# Pitch #-21# Roll #359#
1691739619530@SensorListener: Numbers: Azimuth #358# Pitch #-20# Roll #358#
1691739619717@SensorListener: Numbers: Azimuth #358# Pitch #-21# Roll #357#
1691739619935@SensorListener: Numbers: Azimuth #358# Pitch #-20# Roll #359#
1691739619940@SensorListener: Numbers: Azimuth #358# Pitch #-21# Roll #359#
1691739620167@SensorListener: Numbers: Azimuth #0# Pitch #-22# Roll #0#
1691739620336@SensorListener: Numbers: Azimuth #0# Pitch #-23# Roll #0#
1691739620602@SensorListener: Numbers: Azimuth #0# Pitch #-21# Roll #359#
1691739620728@SensorListener: Numbers: Azimuth #0# Pitch #-19# Roll #1#
1691739620729@SensorListener: Numbers: Azimuth #358# Pitch #-20# Roll #358#
1691739620919@SensorListener: Numbers: Azimuth #358# Pitch #-20# Roll #357#
1691739621121@SensorListener: Numbers: Azimuth #359# Pitch #-19# Roll #358#
1691739621317@SensorListener: Numbers: Azimuth #358# Pitch #-19# Roll #357#
1691739621535@SensorListener: Numbers: Azimuth #358# Pitch #-20# Roll #358#
1691739621798@SensorListener: Numbers: Azimuth #358# Pitch #-17# Roll #356#
1691739621988@SensorListener: Numbers: Azimuth #357# Pitch #-18# Roll #356#
1691739622124@SensorListener: Numbers: Azimuth #358# Pitch #-18# Roll #356#
1691739622328@SensorListener: Numbers: Azimuth #358# Pitch #-19# Roll #357#
1691739622331@SensorListener: Numbers: Azimuth #358# Pitch #-18# Roll #356#
1691739622776@SensorListener: Numbers: Azimuth #358# Pitch #-19# Roll #357#
1691739623007@SensorListener: Numbers: Azimuth #359# Pitch #-20# Roll #359#
1691739623137@SensorListener: Numbers: Azimuth #0# Pitch #-21# Roll #359#
1691739623139@SensorListener: Numbers: Azimuth #0# Pitch #-20# Roll #358#
1691739623340@SensorListener: Numbers: Azimuth #359# Pitch #-18# Roll #357#
1691739623567@SensorListener: Numbers: Azimuth #359# Pitch #-20# Roll #358#
1691739623741@SensorListener: Numbers: Azimuth #359# Pitch #-18# Roll #357#
1691739623938@SensorListener: Numbers: Azimuth #358# Pitch #-17# Roll #356#
1691739623939@SensorListener: Numbers: Azimuth #358# Pitch #-18# Roll #356#
1691739624150@SensorListener: Numbers: Azimuth #358# Pitch #-18# Roll #357#
1691739624605@SensorListener: Numbers: Azimuth #359# Pitch #-17# Roll #357#
1691739624756@SensorListener: Numbers: Azimuth #359# Pitch #-19# Roll #359#
1691739624757@SensorListener: Numbers: Azimuth #359# Pitch #-20# Roll #358#
1691739625005@SensorListener: Numbers: Azimuth #0# Pitch #-19# Roll #358#
1691739625211@SensorListener: Numbers: Azimuth #358# Pitch #-18# Roll #357#
1691739625359@SensorListener: Numbers: Azimuth #358# Pitch #-17# Roll #356#
1691739625582@SensorListener: Numbers: Azimuth #358# Pitch #-18# Roll #357#
1691739625756@SensorListener: Numbers: Azimuth #359# Pitch #-19# Roll #356#
1691739625971@SensorListener: Numbers: Azimuth #359# Pitch #-18# Roll #357#
1691739626362@SensorListener: Numbers: Azimuth #359# Pitch #-17# Roll #356#
1691739626363@SensorListener: Numbers: Azimuth #359# Pitch #-18# Roll #358#
1691739626563@SensorListener: Numbers: Azimuth #359# Pitch #-16# Roll #356#
1691739626770@SensorListener: Numbers: Azimuth #358# Pitch #-16# Roll #355#
1691739627185@SensorListener: Numbers: Azimuth #358# Pitch #-16# Roll #354#
1691739627187@SensorListener: Numbers: Azimuth #359# Pitch #-17# Roll #358#
1691739627432@SensorListener: Numbers: Azimuth #358# Pitch #-17# Roll #355#
1691739627589@SensorListener: Numbers: Azimuth #359# Pitch #-16# Roll #356#
1691739627805@SensorListener: Numbers: Azimuth #359# Pitch #-19# Roll #358#
1691739627983@SensorListener: Numbers: Azimuth #359# Pitch #-19# Roll #356#
1691739627984@SensorListener: Numbers: Azimuth #0# Pitch #-17# Roll #357#
1691739628190@SensorListener: Numbers: Azimuth #359# Pitch #-15# Roll #356#
1691739628376@SensorListener: Numbers: Azimuth #359# Pitch #-16# Roll #355#
1691739628585@SensorListener: Numbers: Azimuth #358# Pitch #-16# Roll #354#
1691739628783@SensorListener: Numbers: Azimuth #359# Pitch #-17# Roll #355#
1691739628786@SensorListener: Numbers: Azimuth #359# Pitch #-17# Roll #356#
1691739629002@SensorListener: Numbers: Azimuth #359# Pitch #-18# Roll #356#
1691739629225@SensorListener: Numbers: Azimuth #0# Pitch #-18# Roll #356#
1691739629610@SensorListener: Numbers: Azimuth #0# Pitch #-20# Roll #357#
1691739629627@AppManagement: #onpause#
