1691396484270@DebuggableApplications: #MyCalc#
1691396484273@DebuggableApplications: #AudioRecorder#
1691396484295@DeveloperOptions: adb: #false# devops: #true#
1691396484298@Ptracer: #started#
1691396484312@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691396486287@SensorListener: #firstcalibrationdone#
1691396486287@SensorListener: #deviceiscorrectlyused#
1691396486424@SensorListener: #calibrationdone#
1691396486478@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691396486479@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691396486660@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691396486871@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691396487066@SensorListener: Numbers: Azimuth #1# Pitch #2# Roll #0#
1691396489047@SensorListener: Numbers: Azimuth #1# Pitch #2# Roll #359#
1691396489248@SensorListener: Numbers: Azimuth #1# Pitch #2# Roll #0#
1691396490258@SensorListener: Numbers: Azimuth #1# Pitch #2# Roll #359#
1691396490660@SensorListener: Numbers: Azimuth #1# Pitch #2# Roll #0#
1691396492274@SensorListener: Numbers: Azimuth #1# Pitch #2# Roll #359#
1691396493889@SensorListener: Numbers: Azimuth #1# Pitch #2# Roll #0#
1691396494694@SensorListener: Numbers: Azimuth #1# Pitch #2# Roll #359#
1691396495300@SensorListener: Numbers: Azimuth #1# Pitch #2# Roll #0#
1691396495502@SensorListener: Numbers: Azimuth #1# Pitch #2# Roll #359#
1691396495703@SensorListener: Numbers: Azimuth #1# Pitch #2# Roll #0#
1691396495946@SensorListener: Numbers: Azimuth #1# Pitch #2# Roll #359#
1691396497116@SensorListener: Numbers: Azimuth #1# Pitch #2# Roll #0#
1691396497316@SensorListener: Numbers: Azimuth #1# Pitch #2# Roll #359#
1691396499338@SensorListener: Numbers: Azimuth #1# Pitch #2# Roll #0#
1691396499585@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691396499587@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691396499710@AppManagement: #onpause#
