1691739679594@DebuggableApplications: #MyCalc#
1691739679597@DebuggableApplications: #AudioRecorder#
1691739679617@DeveloperOptions: adb: #false# devops: #true#
1691739679623@Ptracer: #started#
1691739679633@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691739681612@SensorListener: #firstcalibrationdone#
1691739681612@SensorListener: #deviceiscorrectlyused#
1691739681689@SensorListener: #calibrationdone#
1691739681751@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691739681752@SensorListener: Numbers: Azimuth #0# Pitch #-24# Roll #0#
1691739681865@SensorListener: Numbers: Azimuth #358# Pitch #-24# Roll #356#
1691739681868@SensorListener: Numbers: Azimuth #359# Pitch #-23# Roll #357#
1691739682136@SensorListener: Numbers: Azimuth #359# Pitch #-24# Roll #358#
1691739682302@SensorListener: Numbers: Azimuth #359# Pitch #-23# Roll #357#
1691739682522@SensorListener: Numbers: Azimuth #359# Pitch #-24# Roll #358#
1691739682727@SensorListener: Numbers: Azimuth #359# Pitch #-22# Roll #356#
1691739682728@SensorListener: Numbers: Azimuth #359# Pitch #-23# Roll #356#
1691739682909@SensorListener: Numbers: Azimuth #0# Pitch #-23# Roll #356#
1691739683180@SensorListener: Numbers: Azimuth #0# Pitch #-23# Roll #358#
1691739683274@SensorListener: Numbers: Azimuth #0# Pitch #-23# Roll #357#
1691739683542@SensorListener: Numbers: Azimuth #1# Pitch #-24# Roll #358#
1691739683717@SensorListener: Numbers: Azimuth #2# Pitch #-25# Roll #359#
1691739683888@SensorListener: Numbers: Azimuth #2# Pitch #-26# Roll #1#
1691739684150@SensorListener: Numbers: Azimuth #2# Pitch #-25# Roll #0#
1691739684290@SensorListener: Numbers: Azimuth #1# Pitch #-23# Roll #359#
1691739684291@SensorListener: Numbers: Azimuth #1# Pitch #-23# Roll #358#
1691739684728@SensorListener: Numbers: Azimuth #1# Pitch #-22# Roll #358#
1691739685110@SensorListener: Numbers: Azimuth #1# Pitch #-22# Roll #357#
1691739685394@SensorListener: Numbers: Azimuth #1# Pitch #-22# Roll #358#
1691739685801@SensorListener: Numbers: Azimuth #2# Pitch #-23# Roll #359#
1691739685927@SensorListener: Numbers: Azimuth #2# Pitch #-22# Roll #0#
1691739685928@SensorListener: Numbers: Azimuth #2# Pitch #-23# Roll #0#
1691739686564@SensorListener: Numbers: Azimuth #2# Pitch #-23# Roll #359#
1691739686710@SensorListener: Numbers: Azimuth #2# Pitch #-22# Roll #359#
1691739686730@SensorListener: Numbers: Azimuth #2# Pitch #-23# Roll #359#
1691739686925@SensorListener: Numbers: Azimuth #2# Pitch #-23# Roll #0#
1691739687148@SensorListener: Numbers: Azimuth #1# Pitch #-22# Roll #357#
1691739687322@SensorListener: Numbers: Azimuth #1# Pitch #-21# Roll #357#
1691739687511@SensorListener: Numbers: Azimuth #2# Pitch #-21# Roll #357#
1691739687784@SensorListener: Numbers: Azimuth #2# Pitch #-22# Roll #357#
1691739688039@SensorListener: Numbers: Azimuth #3# Pitch #-23# Roll #358#
1691739688150@SensorListener: Numbers: Azimuth #4# Pitch #-23# Roll #359#
1691739688323@SensorListener: Numbers: Azimuth #4# Pitch #-23# Roll #358#
1691739688324@SensorListener: Numbers: Azimuth #5# Pitch #-22# Roll #0#
1691739688559@SensorListener: Numbers: Azimuth #3# Pitch #-22# Roll #358#
1691739688738@SensorListener: Numbers: Azimuth #5# Pitch #-24# Roll #0#
1691739688920@SensorListener: Numbers: Azimuth #4# Pitch #-24# Roll #359#
1691739689136@SensorListener: Numbers: Azimuth #3# Pitch #-21# Roll #357#
1691739689324@SensorListener: Numbers: Azimuth #3# Pitch #-21# Roll #356#
1691739689527@SensorListener: Numbers: Azimuth #3# Pitch #-22# Roll #356#
1691739689930@SensorListener: Numbers: Azimuth #4# Pitch #-21# Roll #356#
1691739690355@SensorListener: Numbers: Azimuth #3# Pitch #-21# Roll #356#
1691739690537@SensorListener: Numbers: Azimuth #4# Pitch #-20# Roll #356#
1691739690738@SensorListener: Numbers: Azimuth #4# Pitch #-20# Roll #357#
1691739690738@SensorListener: Numbers: Azimuth #3# Pitch #-20# Roll #357#
1691739690940@SensorListener: Numbers: Azimuth #4# Pitch #-20# Roll #356#
1691739691139@SensorListener: Numbers: Azimuth #3# Pitch #-19# Roll #356#
1691739691343@SensorListener: Numbers: Azimuth #4# Pitch #-19# Roll #356#
1691739691547@SensorListener: Numbers: Azimuth #4# Pitch #-20# Roll #357#
1691739691745@SensorListener: Numbers: Azimuth #4# Pitch #-20# Roll #358#
1691739692088@SensorListener: Numbers: Azimuth #5# Pitch #-21# Roll #358#
1691739692123@AppManagement: #onpause#
