1691408302863@DebuggableApplications: #MyCalc#
1691408302866@DebuggableApplications: #AudioRecorder#
1691408302886@DeveloperOptions: adb: #false# devops: #true#
1691408302887@Ptracer: #started#
1691408302902@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691408304882@SensorListener: #firstcalibrationdone#
1691408304882@SensorListener: #deviceiscorrectlyused#
1691408305008@SensorListener: #calibrationdone#
1691408305023@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691408305023@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691408305209@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691408306015@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691408306296@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691408307227@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691408307429@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691408307833@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691408310339@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691408310492@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691408310699@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691408311262@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691408312874@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691408313077@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691408314305@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691408314540@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691408315124@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691408315296@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691408316505@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691408317919@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691408318120@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691408319128@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691408319532@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691408319934@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691408320142@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691408320338@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691408320943@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691408321750@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691408322158@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691408322655@AppManagement: #onpause#
