1691401444934@DebuggableApplications: #MyCalc#
1691401444940@DebuggableApplications: #AudioRecorder#
1691401444968@DeveloperOptions: adb: #false# devops: #true#
1691401444971@Ptracer: #started#
1691401444987@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691401446961@SensorListener: #firstcalibrationdone#
1691401446962@SensorListener: #deviceiscorrectlyused#
1691401447210@SensorListener: #calibrationdone#
1691401447309@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691401447310@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401447344@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401447542@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401447920@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691401448119@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401448527@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401448926@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401449532@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691401449816@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401451955@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401452166@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401452355@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401452577@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401453002@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691401453004@SensorListener: Numbers: Azimuth #358# Pitch #2# Roll #0#
1691401454172@SensorListener: Numbers: Azimuth #358# Pitch #2# Roll #359#
1691401454576@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401455785@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401458616@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #359#
1691401458969@AppManagement: #onpause#
