1691401860719@DebuggableApplications: #MyCalc#
1691401860723@DebuggableApplications: #AudioRecorder#
1691401860750@DeveloperOptions: adb: #false# devops: #true#
1691401860754@Ptracer: #started#
1691401860799@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691401862745@SensorListener: #firstcalibrationdone#
1691401862745@SensorListener: #deviceiscorrectlyused#
1691401862889@SensorListener: #calibrationdone#
1691401862910@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691401862910@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691401863089@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691401863693@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401863933@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691401864144@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401864905@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691401865711@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401866113@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691401866721@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401867129@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691401867354@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401868334@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691401868536@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401869143@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691401869544@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401869746@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691401870049@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401870556@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691401870987@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401871361@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691401872166@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401872369@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691401872571@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401872973@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691401873624@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401873782@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691401877148@AppManagement: #onpause#
