1691401909528@DebuggableApplications: #MyCalc#
1691401909531@DebuggableApplications: #AudioRecorder#
1691401909551@DeveloperOptions: adb: #false# devops: #true#
1691401909555@Ptracer: #started#
1691401909560@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691401911549@SensorListener: #firstcalibrationdone#
1691401911549@SensorListener: #deviceiscorrectlyused#
1691401911714@SensorListener: #calibrationdone#
1691401911773@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691401911774@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691401911939@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691401912168@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401912723@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691401913533@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401917563@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691401917968@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401918380@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #359#
1691401918383@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401919784@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691401921001@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401921208@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #359#
1691401921397@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401921827@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691401922204@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401922407@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691401922607@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #359#
1691401922809@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691401923016@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401923415@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691401923616@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401924028@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691401924371@AppManagement: #onpause#
