1691407390064@DebuggableApplications: #MyCalc#
1691407390067@DebuggableApplications: #AudioRecorder#
1691407390086@DeveloperOptions: adb: #false# devops: #true#
1691407390101@Ptracer: #started#
1691407390105@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691407392083@SensorListener: #firstcalibrationdone#
1691407392083@SensorListener: #deviceiscorrectlyused#
1691407392100@SensorListener: #calibrationdone#
1691407392135@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691407392137@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691407392138@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691407392301@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691407396942@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691407397152@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691407404204@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691407404607@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691407405044@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691407405245@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691407405834@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691407406223@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691407406624@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691407407231@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691407409449@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691407409665@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691407409853@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691407410122@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691407410304@SensorListener: Numbers: Azimuth #358# Pitch #3# Roll #0#
1691407410328@AppManagement: #onpause#
