1691741493983@DebuggableApplications: #MyCalc#
1691741493994@DebuggableApplications: #AudioRecorder#
1691741494023@DeveloperOptions: adb: #false# devops: #true#
1691741494027@Ptracer: #started#
1691741494047@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691741496019@SensorListener: #firstcalibrationdone#
1691741496019@SensorListener: #deviceiscorrectlyused#
1691741496202@SensorListener: #calibrationdone#
1691741496283@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691741496284@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691741496474@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691741497055@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691741497190@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691741498008@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691741498230@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691741498391@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691741498805@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691741499940@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691741499998@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691741501207@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691741501420@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691741505077@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691741505241@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691741507679@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691741507681@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691741508468@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691741508470@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691741508684@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691741509113@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691741509275@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691741509485@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691741509727@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691741509932@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691741511101@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691741511700@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691741511912@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691741512130@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691741513544@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691741513745@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691741513980@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691741514159@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691741514918@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691741515806@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691741516072@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
