1691406007197@DebuggableApplications: #MyCalc#
1691406007201@DebuggableApplications: #AudioRecorder#
1691406007228@DeveloperOptions: adb: #false# devops: #true#
1691406007232@Ptracer: #started#
1691406007249@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691406009220@SensorListener: #firstcalibrationdone#
1691406009220@SensorListener: #deviceiscorrectlyused#
1691406009278@SensorListener: #calibrationdone#
1691406009330@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691406009332@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691406009481@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691406010691@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691406011295@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691406011498@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691406011900@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691406012104@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691406012707@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691406013921@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691406014323@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691406015127@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691406015329@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691406015329@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691406015734@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691406016137@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691406016138@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691406016541@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691406016741@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691406017569@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691406017755@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691406018557@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691406018557@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691406018760@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691406019365@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691406020173@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691406020574@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691406024406@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691406024609@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691406025392@AppManagement: #onpause#
