1691402135878@DebuggableApplications: #MyCalc#
1691402135885@DebuggableApplications: #AudioRecorder#
1691402135911@DeveloperOptions: adb: #false# devops: #true#
1691402135915@Ptracer: #started#
1691402135932@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691402137906@SensorListener: #firstcalibrationdone#
1691402137906@SensorListener: #deviceiscorrectlyused#
1691402138047@SensorListener: #calibrationdone#
1691402138070@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691402138071@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691402138249@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691402139060@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691402139357@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691402141477@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691402141478@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691402142285@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691402142688@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691402146951@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691402147126@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691402147331@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691402147551@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691402147934@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691402148539@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691402151976@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691402152668@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691402152740@AppManagement: #onpause#
