1691408118346@DebuggableApplications: #MyCalc#
1691408118352@DebuggableApplications: #AudioRecorder#
1691408118376@DeveloperOptions: adb: #false# devops: #true#
1691408118377@Ptracer: #started#
1691408118389@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691408120368@SensorListener: #firstcalibrationdone#
1691408120368@SensorListener: #deviceiscorrectlyused#
1691408120483@SensorListener: #calibrationdone#
1691408120514@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691408120515@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691408120685@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691408120886@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691408121772@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691408122501@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691408123307@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691408123509@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691408129964@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691408130369@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691408134400@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691408134604@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691408137488@AppManagement: #onpause#
