1691399404945@DebuggableApplications: #MyCalc#
1691399404948@DebuggableApplications: #AudioRecorder#
1691399404970@DeveloperOptions: adb: #false# devops: #true#
1691399404984@Ptracer: #started#
1691399404988@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691399406964@SensorListener: #firstcalibrationdone#
1691399406964@SensorListener: #deviceiscorrectlyused#
1691399407080@SensorListener: #calibrationdone#
1691399407117@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691399407141@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691399407282@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691399407686@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399408148@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691399408497@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399409299@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691399409903@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399410307@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691399411317@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399411571@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691399411941@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399412342@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691399414797@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399415197@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691399417574@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399418375@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691399419393@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399419394@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691399419586@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399419990@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691399421402@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399421999@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
