1691741453729@DebuggableApplications: #MyCalc#
1691741453731@DebuggableApplications: #AudioRecorder#
1691741453753@DeveloperOptions: adb: #false# devops: #true#
1691741453761@Ptracer: #started#
1691741453773@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691741455745@SensorListener: #firstcalibrationdone#
1691741455745@SensorListener: #deviceiscorrectlyused#
1691741455911@SensorListener: #calibrationdone#
1691741455968@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691741455969@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691741456215@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691741456549@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691741457314@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691741457609@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691741457848@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691741458273@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691741460484@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691741460859@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691741461456@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #359#
1691741461668@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691741462875@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #359#
1691741463166@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691741464863@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #359#
1691741465159@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691741467229@AppManagement: #onpause#
