1691399075481@DebuggableApplications: #MyCalc#
1691399075484@DebuggableApplications: #AudioRecorder#
1691399075505@DeveloperOptions: adb: #false# devops: #true#
1691399075513@Ptracer: #started#
1691399075518@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691399077501@SensorListener: #firstcalibrationdone#
1691399077501@SensorListener: #deviceiscorrectlyused#
1691399077538@SensorListener: #calibrationdone#
1691399077568@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691399077569@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691399077572@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691399077869@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399078343@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691399079553@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399079754@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691399079956@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399080775@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691399080776@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399081373@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691399081973@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399082376@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691399083346@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399083548@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691399083950@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399084152@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691399087875@AppManagement: #onpause#
