1691401036815@DebuggableApplications: #MyCalc#
1691401036819@DebuggableApplications: #AudioRecorder#
1691401036841@DeveloperOptions: adb: #false# devops: #true#
1691401036847@Ptracer: #started#
1691401036857@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691401038835@SensorListener: #firstcalibrationdone#
1691401038835@SensorListener: #deviceiscorrectlyused#
1691401038984@SensorListener: #calibrationdone#
1691401039015@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691401039015@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401039264@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401039424@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691401039427@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401040399@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401042012@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401042415@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401042615@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401042618@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401049582@AppManagement: #onpause#
