1691741361673@DebuggableApplications: #MyCalc#
1691741361678@DebuggableApplications: #AudioRecorder#
1691741361700@DeveloperOptions: adb: #false# devops: #true#
1691741361703@Ptracer: #started#
1691741361727@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691741363700@SensorListener: #firstcalibrationdone#
1691741363700@SensorListener: #deviceiscorrectlyused#
1691741363707@SensorListener: #calibrationdone#
1691741363768@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691741363769@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691741363813@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691741365209@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691741365628@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691741366273@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691741366613@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691741367031@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691741367567@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691741369851@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691741370106@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691741373901@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #359#
1691741375296@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691741375583@SensorListener: Numbers: Azimuth #4# Pitch #3# Roll #359#
1691741375850@SensorListener: Numbers: Azimuth #4# Pitch #2# Roll #0#
1691741376935@AppManagement: #onpause#
