1691741091471@DebuggableApplications: #MyCalc#
1691741091474@DebuggableApplications: #AudioRecorder#
1691741091498@DeveloperOptions: adb: #false# devops: #true#
1691741091500@Ptracer: #started#
1691741091529@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691741093489@SensorListener: #firstcalibrationdone#
1691741093489@SensorListener: #deviceiscorrectlyused#
1691741093576@SensorListener: #calibrationdone#
1691741093650@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691741093650@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691741093754@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691741093755@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691741095373@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691741095586@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691741095821@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691741096951@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691741097598@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691741097763@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691741098606@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691741098784@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691741099185@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691741099377@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691741100787@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691741101020@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691741102443@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691741102835@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691741103037@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691741103424@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691741104259@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691741104857@AppManagement: #onpause#
