1691401004419@DebuggableApplications: #MyCalc#
1691401004425@DebuggableApplications: #AudioRecorder#
1691401004452@DeveloperOptions: adb: #false# devops: #true#
1691401004459@Ptracer: #started#
1691401004477@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691401006447@SensorListener: #firstcalibrationdone#
1691401006447@SensorListener: #deviceiscorrectlyused#
1691401006562@SensorListener: #calibrationdone#
1691401006588@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691401006589@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401006764@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401007414@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691401007570@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401008378@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401009427@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401009593@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401009799@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401010393@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401012418@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401014476@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401014842@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401015234@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401015637@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401016041@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401016648@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401017031@AppManagement: #onpause#
