1691739526969@DebuggableApplications: #MyCalc#
1691739526972@DebuggableApplications: #AudioRecorder#
1691739526992@DeveloperOptions: adb: #false# devops: #true#
1691739526995@Ptracer: #started#
1691739527017@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691739528987@SensorListener: #firstcalibrationdone#
1691739528988@SensorListener: #deviceiscorrectlyused#
1691739529067@SensorListener: #calibrationdone#
1691739529125@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691739529125@SensorListener: Numbers: Azimuth #0# Pitch #-25# Roll #0#
1691739529127@SensorListener: Numbers: Azimuth #359# Pitch #-26# Roll #358#
1691739529376@SensorListener: Numbers: Azimuth #359# Pitch #-24# Roll #356#
1691739529431@SensorListener: Numbers: Azimuth #359# Pitch #-23# Roll #357#
1691739529632@SensorListener: Numbers: Azimuth #357# Pitch #-22# Roll #355#
1691739529881@SensorListener: Numbers: Azimuth #357# Pitch #-21# Roll #355#
1691739529882@SensorListener: Numbers: Azimuth #357# Pitch #-23# Roll #356#
1691739530140@SensorListener: Numbers: Azimuth #357# Pitch #-21# Roll #354#
1691739530228@SensorListener: Numbers: Azimuth #356# Pitch #-20# Roll #354#
1691739530791@SensorListener: Numbers: Azimuth #357# Pitch #-21# Roll #355#
1691739531114@SensorListener: Numbers: Azimuth #358# Pitch #-21# Roll #357#
1691739531247@SensorListener: Numbers: Azimuth #358# Pitch #-23# Roll #358#
1691739531449@SensorListener: Numbers: Azimuth #358# Pitch #-21# Roll #355#
1691739531453@SensorListener: Numbers: Azimuth #357# Pitch #-22# Roll #355#
1691739531658@SensorListener: Numbers: Azimuth #356# Pitch #-19# Roll #354#
1691739532296@SensorListener: Numbers: Azimuth #357# Pitch #-20# Roll #356#
1691739532297@SensorListener: Numbers: Azimuth #356# Pitch #-19# Roll #354#
1691739532514@SensorListener: Numbers: Azimuth #357# Pitch #-21# Roll #355#
1691739532714@SensorListener: Numbers: Azimuth #357# Pitch #-21# Roll #356#
1691739532872@SensorListener: Numbers: Azimuth #357# Pitch #-23# Roll #356#
1691739533100@SensorListener: Numbers: Azimuth #358# Pitch #-20# Roll #355#
1691739533286@SensorListener: Numbers: Azimuth #357# Pitch #-19# Roll #354#
1691739533669@SensorListener: Numbers: Azimuth #357# Pitch #-21# Roll #355#
1691739533885@SensorListener: Numbers: Azimuth #359# Pitch #-21# Roll #357#
1691739533886@SensorListener: Numbers: Azimuth #0# Pitch #-22# Roll #356#
1691739534184@SensorListener: Numbers: Azimuth #0# Pitch #-21# Roll #356#
1691739534265@SensorListener: Numbers: Azimuth #0# Pitch #-22# Roll #358#
1691739534470@SensorListener: Numbers: Azimuth #359# Pitch #-20# Roll #356#
1691739534669@SensorListener: Numbers: Azimuth #358# Pitch #-18# Roll #356#
1691739534669@SensorListener: Numbers: Azimuth #357# Pitch #-18# Roll #355#
1691739534892@SensorListener: Numbers: Azimuth #357# Pitch #-17# Roll #354#
1691739535069@SensorListener: Numbers: Azimuth #357# Pitch #-19# Roll #355#
1691739535271@SensorListener: Numbers: Azimuth #357# Pitch #-19# Roll #354#
1691739535470@SensorListener: Numbers: Azimuth #358# Pitch #-19# Roll #354#
