1691399635430@DebuggableApplications: #MyCalc#
1691399635433@DebuggableApplications: #AudioRecorder#
1691399635453@DeveloperOptions: adb: #false# devops: #true#
1691399635462@Ptracer: #started#
1691399635470@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691399637448@SensorListener: #firstcalibrationdone#
1691399637448@SensorListener: #deviceiscorrectlyused#
1691399637459@SensorListener: #calibrationdone#
1691399637547@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691399637548@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691399637549@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399638062@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691399639075@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691399639474@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691399639879@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691399645357@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691399645529@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691399649167@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691399649560@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691399650166@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399650367@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691399652142@AppManagement: #onpause#
