1691396716510@DebuggableApplications: #MyCalc#
1691396716513@DebuggableApplications: #AudioRecorder#
1691396716534@DeveloperOptions: adb: #false# devops: #true#
1691396716542@Ptracer: #started#
1691396716554@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691396718537@SensorListener: #firstcalibrationdone#
1691396718537@SensorListener: #deviceiscorrectlyused#
1691396718622@SensorListener: #calibrationdone#
1691396718716@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691396718719@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691396718824@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691396719430@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691396719634@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691396720639@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691396720640@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691396720841@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691396721446@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691396721447@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691396722542@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691396722659@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691396724676@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691396724876@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691396725517@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691396725529@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691396726110@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691396726287@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691396731130@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691396731330@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691396732105@AppManagement: #onpause#
