1691401740077@DebuggableApplications: #MyCalc#
1691401740082@DebuggableApplications: #AudioRecorder#
1691401740112@DeveloperOptions: adb: #false# devops: #true#
1691401740116@Ptracer: #started#
1691401740136@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691401742105@SensorListener: #firstcalibrationdone#
1691401742105@SensorListener: #deviceiscorrectlyused#
1691401742231@SensorListener: #calibrationdone#
1691401742277@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691401742281@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691401742433@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401744249@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691401745662@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401746088@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691401746302@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401748484@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691401749127@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401751309@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691401751512@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401751945@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691401752135@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401752923@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691401753531@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691401754537@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691401755377@AppManagement: #onpause#
