1691402156106@DebuggableApplications: #MyCalc#
1691402156109@DebuggableApplications: #AudioRecorder#
1691402156133@DeveloperOptions: adb: #false# devops: #true#
1691402156143@Ptracer: #started#
1691402156151@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691402158127@SensorListener: #firstcalibrationdone#
1691402158127@SensorListener: #deviceiscorrectlyused#
1691402158249@SensorListener: #calibrationdone#
1691402158287@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691402158288@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691402158451@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691402161076@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691402162285@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691402163494@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691402163696@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691402164102@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691402164302@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691402164505@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691402164920@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691402165312@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691402165519@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691402170952@AppManagement: #onpause#
