1691405897726@DebuggableApplications: #MyCalc#
1691405897733@DebuggableApplications: #AudioRecorder#
1691405897761@DeveloperOptions: adb: #false# devops: #true#
1691405897763@Ptracer: #started#
1691405897776@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691405899754@SensorListener: #firstcalibrationdone#
1691405899754@SensorListener: #deviceiscorrectlyused#
1691405899792@SensorListener: #calibrationdone#
1691405899818@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691405899819@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691405899994@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405900400@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691405900802@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405901007@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691405901234@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405901434@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691405902621@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405902821@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691405903023@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405904841@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691405905037@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405905238@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691405905442@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405905641@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691405905844@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405906046@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691405906248@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405906451@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691405907054@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405907348@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691405908265@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405908469@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691405909074@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405910081@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691405910484@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405910928@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691405911289@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405912904@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691405913712@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691405913714@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691405913965@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405915934@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691405916355@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405916377@AppManagement: #onpause#
