1691409605401@DebuggableApplications: #MyCalc#
1691409605404@DebuggableApplications: #AudioRecorder#
1691409605429@DeveloperOptions: adb: #false# devops: #true#
1691409605432@Ptracer: #started#
1691409605472@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691409607422@SensorListener: #firstcalibrationdone#
1691409607423@SensorListener: #deviceiscorrectlyused#
1691409607549@SensorListener: #calibrationdone#
1691409607571@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691409607572@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691409607747@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691409608632@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691409608637@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691409608813@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691409608997@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691409609360@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691409609965@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691409610168@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691409611781@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691409611782@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691409612184@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691409612390@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691409613394@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691409613596@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691409613999@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691409614201@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691409614403@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691409614605@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691409615814@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691409616017@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691409616623@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691409617429@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691409618236@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691409618437@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691409618639@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691409619246@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691409619446@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691409619651@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691409619926@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691409620665@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691409620670@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691409621061@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691409621262@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691409621464@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691409621868@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691409623237@AppManagement: #onpause#
