1691408348838@DebuggableApplications: #MyCalc#
1691408348848@DebuggableApplications: #AudioRecorder#
1691408348880@DeveloperOptions: adb: #false# devops: #true#
1691408348880@Ptracer: #started#
1691408348897@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691408350871@SensorListener: #firstcalibrationdone#
1691408350871@SensorListener: #deviceiscorrectlyused#
1691408350939@SensorListener: #calibrationdone#
1691408350953@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691408350954@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691408351142@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691408351344@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691408353158@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691408360049@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691408360426@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691408361633@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691408362438@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691408362642@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691408362842@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691408363246@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691408363701@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691408364089@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691408364256@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691408364456@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691408364659@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691408367286@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691408367481@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691408367719@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691408367810@AppManagement: #onpause#
