1691401194262@DebuggableApplications: #MyCalc#
1691401194273@DebuggableApplications: #AudioRecorder#
1691401194302@DeveloperOptions: adb: #false# devops: #true#
1691401194307@Ptracer: #started#
1691401194380@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691401196295@SensorListener: #firstcalibrationdone#
1691401196295@SensorListener: #deviceiscorrectlyused#
1691401196435@SensorListener: #calibrationdone#
1691401196510@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691401196512@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401196627@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401199323@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401199472@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401199664@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401200265@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401200448@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401200651@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401201467@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401202264@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401203072@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401204281@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401205089@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401206095@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401206904@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401208699@AppManagement: #onpause#
