1691399872562@DebuggableApplications: #MyCalc#
1691399872568@DebuggableApplications: #AudioRecorder#
1691399872588@DeveloperOptions: adb: #false# devops: #true#
1691399872596@Ptracer: #started#
1691399872605@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691399874584@SensorListener: #firstcalibrationdone#
1691399874584@SensorListener: #deviceiscorrectlyused#
1691399874730@SensorListener: #calibrationdone#
1691399874756@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691399874756@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691399874933@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691399875359@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691399875536@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691399876344@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691399876545@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #359#
1691399876747@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691399877554@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691399877756@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691399877957@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691399878159@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691399878569@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691399878972@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691399879168@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691399879974@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691399880580@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691399880782@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691399880983@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #359#
1691399881185@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691399882396@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691399882597@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691399882798@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #359#
1691399883001@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691399885825@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691399886432@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691399887437@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691399887965@AppManagement: #onpause#
