1691405961915@DebuggableApplications: #MyCalc#
1691405961925@DebuggableApplications: #AudioRecorder#
1691405961958@DeveloperOptions: adb: #false# devops: #true#
1691405961963@Ptracer: #started#
1691405961980@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691405963951@SensorListener: #firstcalibrationdone#
1691405963951@SensorListener: #deviceiscorrectlyused#
1691405963992@SensorListener: #calibrationdone#
1691405964034@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691405964035@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691405964196@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691405964395@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405965433@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691405965631@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691405965807@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691405967623@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691405968027@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691405968638@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405968853@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691405969236@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691405969438@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691405969640@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691405970247@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691405970650@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691405970851@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691405971263@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405971455@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691405971886@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691405972091@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691405972263@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691405972264@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691405972464@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691405973271@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691405973473@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691405974079@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691405974279@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691405974884@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691405975288@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691405975497@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691405976096@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691405976319@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691405977103@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691405977910@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691405979228@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691405979678@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691405979679@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691405979795@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691405979965@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691405980376@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691405980560@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691405980584@AppManagement: #onpause#
