1691396878302@DebuggableApplications: #MyCalc#
1691396878305@DebuggableApplications: #AudioRecorder#
1691396878329@DeveloperOptions: adb: #false# devops: #true#
1691396878335@Ptracer: #started#
1691396878350@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691396880324@SensorListener: #firstcalibrationdone#
1691396880324@SensorListener: #deviceiscorrectlyused#
1691396880491@SensorListener: #calibrationdone#
1691396880527@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691396880528@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691396880691@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691396880891@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691396881500@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691396882120@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691396882305@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691396882504@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691396882708@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691396883917@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691396884118@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691396886540@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691396886740@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691396886942@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691396887145@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691396887780@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691396887985@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691396887985@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691396888155@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691396890373@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691396890775@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691396890978@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691396891416@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691396891591@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691396892388@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691396892590@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691396893800@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691396894204@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691396894406@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691396894627@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691396894943@AppManagement: #onpause#
