1691407145326@DebuggableApplications: #MyCalc#
1691407145329@DebuggableApplications: #AudioRecorder#
1691407145357@DeveloperOptions: adb: #false# devops: #true#
1691407145363@Ptracer: #started#
1691407145367@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691407147356@SensorListener: #firstcalibrationdone#
1691407147356@SensorListener: #deviceiscorrectlyused#
1691407147498@SensorListener: #calibrationdone#
1691407147561@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691407147562@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691407147699@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691407147903@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691407148105@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691407148507@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691407148708@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691407149593@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691407149754@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691407149756@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691407150928@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691407151331@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691407151331@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691407151532@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691407152140@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691407152541@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691407152946@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691407153146@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691407153752@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691407153753@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691407153954@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #359#
1691407154154@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691407154379@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691407154559@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691407155568@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691407155769@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691407155971@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691407156173@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691407156577@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691407156878@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691407157027@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691407157386@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691407157821@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691407159198@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691407159401@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691407160630@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691407160811@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691407161417@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691407162830@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691407163037@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691407164446@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691407165224@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691407165255@AppManagement: #onpause#
