1691407452121@DebuggableApplications: #MyCalc#
1691407452124@DebuggableApplications: #AudioRecorder#
1691407452145@DeveloperOptions: adb: #false# devops: #true#
1691407452152@Ptracer: #started#
1691407452160@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691407454140@SensorListener: #firstcalibrationdone#
1691407454140@SensorListener: #deviceiscorrectlyused#
1691407454269@SensorListener: #calibrationdone#
1691407454300@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691407454301@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691407454469@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691407454872@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691407455880@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691407456083@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691407456888@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691407457292@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691407457898@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691407458706@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691407459530@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691407459714@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691407461151@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691407462538@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691407462942@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691407463144@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691407463345@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691407463748@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691407463986@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691407465161@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691407465967@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691407466169@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691407466573@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691407466785@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691407467266@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691407467380@AppManagement: #onpause#
