1691399092144@DebuggableApplications: #MyCalc#
1691399092151@DebuggableApplications: #AudioRecorder#
1691399092172@DeveloperOptions: adb: #false# devops: #true#
1691399092184@Ptracer: #started#
1691399092194@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691399094167@SensorListener: #firstcalibrationdone#
1691399094167@SensorListener: #deviceiscorrectlyused#
1691399094194@SensorListener: #calibrationdone#
1691399094255@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691399094256@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691399094402@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691399094629@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399097218@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #359#
1691399097501@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399097666@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691399097668@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399098433@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #359#
1691399098630@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691399100325@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399102464@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691399103076@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399103469@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691399103671@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399103879@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691399105689@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399105891@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691399106144@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691399106226@AppManagement: #onpause#
