1691407124227@DebuggableApplications: #MyCalc#
1691407124234@DebuggableApplications: #AudioRecorder#
1691407124257@DeveloperOptions: adb: #false# devops: #true#
1691407124260@Ptracer: #started#
1691407124279@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691407126251@SensorListener: #firstcalibrationdone#
1691407126251@SensorListener: #deviceiscorrectlyused#
1691407126364@SensorListener: #calibrationdone#
1691407126380@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691407126380@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691407126567@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691407126970@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691407128584@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691407128785@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691407128988@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691407129391@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691407129795@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691407130602@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691407130605@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691407130805@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691407131007@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691407131207@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691407131409@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691407131811@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691407132214@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691407132618@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691407133021@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691407133223@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691407134434@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691407134635@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691407135240@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691407136250@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691407139116@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691407139481@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691407141292@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691407142300@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691407142706@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691407142706@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
