1691397045106@DebuggableApplications: #MyCalc#
1691397045111@DebuggableApplications: #AudioRecorder#
1691397045132@DeveloperOptions: adb: #false# devops: #true#
1691397045136@Ptracer: #started#
1691397045152@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691397047128@SensorListener: #firstcalibrationdone#
1691397047128@SensorListener: #deviceiscorrectlyused#
1691397047237@SensorListener: #calibrationdone#
1691397047302@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691397047315@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #0#
1691397047317@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691397048284@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691397048648@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691397049253@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691397049455@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691397050465@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691397050868@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691397054498@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691397054700@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691397056111@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691397056515@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691397056920@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691397057322@SensorListener: Numbers: Azimuth #0# Pitch #3# Roll #359#
1691397063176@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691397063531@AppManagement: #onpause#
