1691401053073@DebuggableApplications: #MyCalc#
1691401053076@DebuggableApplications: #AudioRecorder#
1691401053100@DeveloperOptions: adb: #false# devops: #true#
1691401053103@Ptracer: #started#
1691401053117@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691401055101@SensorListener: #firstcalibrationdone#
1691401055101@SensorListener: #deviceiscorrectlyused#
1691401055270@SensorListener: #calibrationdone#
1691401055311@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691401055314@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401055442@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401057253@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691401058482@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401058665@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691401061299@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401061489@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691401062096@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #359#
1691401062295@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691401066757@AppManagement: #onpause#
