1691400988921@DebuggableApplications: #MyCalc#
1691400988925@DebuggableApplications: #AudioRecorder#
1691400988949@DeveloperOptions: adb: #false# devops: #true#
1691400988954@Ptracer: #started#
1691400988966@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691400990943@SensorListener: #firstcalibrationdone#
1691400990943@SensorListener: #deviceiscorrectlyused#
1691400991035@SensorListener: #calibrationdone#
1691400991091@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691400991097@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691400991314@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691400993013@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #359#
1691400993296@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691400994612@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691400995314@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691400997611@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691400998331@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691400999425@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691400999629@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691400999829@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401000437@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691401000875@AppManagement: #onpause#
