1691742035868@DebuggableApplications: #MyCalc#
1691742035878@DebuggableApplications: #AudioRecorder#
1691742035903@DeveloperOptions: adb: #false# devops: #true#
1691742035916@Ptracer: #started#
1691742035927@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691742037901@SensorListener: #firstcalibrationdone#
1691742037901@SensorListener: #deviceiscorrectlyused#
1691742037986@SensorListener: #calibrationdone#
1691742038092@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691742038093@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691742038210@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691742038642@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691742038858@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691742039038@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691742039194@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691742039645@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691742040236@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691742040614@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691742041633@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691742041842@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691742042619@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691742042899@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691742043233@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691742043631@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691742043895@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691742044641@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691742045045@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691742045263@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691742046278@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691742046653@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691742047778@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691742047876@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691742047877@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691742048306@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691742049121@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691742049280@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691742051069@AppManagement: #onpause#
