1691739654080@DebuggableApplications: #MyCalc#
1691739654083@DebuggableApplications: #AudioRecorder#
1691739654102@DeveloperOptions: adb: #false# devops: #true#
1691739654114@Ptracer: #started#
1691739654118@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691739656107@SensorListener: #firstcalibrationdone#
1691739656107@SensorListener: #deviceiscorrectlyused#
1691739656167@SensorListener: #calibrationdone#
1691739656210@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691739656210@SensorListener: Numbers: Azimuth #0# Pitch #-24# Roll #0#
1691739656375@SensorListener: Numbers: Azimuth #359# Pitch #-22# Roll #0#
1691739656380@SensorListener: Numbers: Azimuth #359# Pitch #-23# Roll #0#
1691739656599@SensorListener: Numbers: Azimuth #359# Pitch #-24# Roll #0#
1691739656842@SensorListener: Numbers: Azimuth #0# Pitch #-21# Roll #1#
1691739656995@SensorListener: Numbers: Azimuth #359# Pitch #-20# Roll #1#
1691739657175@SensorListener: Numbers: Azimuth #358# Pitch #-21# Roll #0#
1691739657176@SensorListener: Numbers: Azimuth #359# Pitch #-22# Roll #1#
1691739657400@SensorListener: Numbers: Azimuth #0# Pitch #-23# Roll #2#
1691739657692@SensorListener: Numbers: Azimuth #0# Pitch #-23# Roll #4#
1691739657822@SensorListener: Numbers: Azimuth #1# Pitch #-22# Roll #5#
1691739658068@SensorListener: Numbers: Azimuth #0# Pitch #-21# Roll #4#
1691739658078@SensorListener: Numbers: Azimuth #359# Pitch #-21# Roll #1#
1691739658201@SensorListener: Numbers: Azimuth #359# Pitch #-20# Roll #1#
1691739658359@SensorListener: Numbers: Azimuth #358# Pitch #-19# Roll #1#
1691739658659@SensorListener: Numbers: Azimuth #357# Pitch #-19# Roll #359#
1691739658820@SensorListener: Numbers: Azimuth #357# Pitch #-19# Roll #1#
1691739658821@SensorListener: Numbers: Azimuth #357# Pitch #-19# Roll #0#
1691739658981@SensorListener: Numbers: Azimuth #358# Pitch #-19# Roll #0#
1691739659292@SensorListener: Numbers: Azimuth #358# Pitch #-19# Roll #1#
1691739659415@SensorListener: Numbers: Azimuth #358# Pitch #-21# Roll #1#
1691739659713@SensorListener: Numbers: Azimuth #0# Pitch #-22# Roll #3#
1691739659714@SensorListener: Numbers: Azimuth #0# Pitch #-22# Roll #2#
1691739659821@SensorListener: Numbers: Azimuth #359# Pitch #-19# Roll #1#
1691739660019@SensorListener: Numbers: Azimuth #359# Pitch #-20# Roll #2#
1691739660172@SensorListener: Numbers: Azimuth #359# Pitch #-19# Roll #0#
1691739660391@SensorListener: Numbers: Azimuth #358# Pitch #-18# Roll #0#
1691739660392@SensorListener: Numbers: Azimuth #358# Pitch #-19# Roll #0#
1691739660833@SensorListener: Numbers: Azimuth #358# Pitch #-18# Roll #0#
1691739661102@SensorListener: Numbers: Azimuth #359# Pitch #-20# Roll #1#
1691739661248@SensorListener: Numbers: Azimuth #359# Pitch #-21# Roll #0#
1691739661255@SensorListener: Numbers: Azimuth #359# Pitch #-21# Roll #1#
1691739661394@SensorListener: Numbers: Azimuth #0# Pitch #-21# Roll #2#
1691739661594@SensorListener: Numbers: Azimuth #0# Pitch #-22# Roll #3#
1691739661791@SensorListener: Numbers: Azimuth #0# Pitch #-22# Roll #2#
1691739661991@SensorListener: Numbers: Azimuth #0# Pitch #-22# Roll #1#
1691739661991@SensorListener: Numbers: Azimuth #0# Pitch #-21# Roll #2#
1691739662197@SensorListener: Numbers: Azimuth #0# Pitch #-22# Roll #3#
1691739662393@SensorListener: Numbers: Azimuth #0# Pitch #-22# Roll #2#
1691739662643@SensorListener: Numbers: Azimuth #1# Pitch #-21# Roll #3#
1691739662804@SensorListener: Numbers: Azimuth #1# Pitch #-22# Roll #4#
1691739662804@SensorListener: Numbers: Azimuth #1# Pitch #-22# Roll #2#
1691739663027@SensorListener: Numbers: Azimuth #1# Pitch #-22# Roll #3#
1691739663265@SensorListener: Numbers: Azimuth #2# Pitch #-21# Roll #4#
1691739663410@SensorListener: Numbers: Azimuth #1# Pitch #-22# Roll #3#
1691739663626@SensorListener: Numbers: Azimuth #1# Pitch #-21# Roll #1#
1691739663627@SensorListener: Numbers: Azimuth #359# Pitch #-20# Roll #0#
1691739663831@SensorListener: Numbers: Azimuth #359# Pitch #-20# Roll #1#
1691739664003@SensorListener: Numbers: Azimuth #359# Pitch #-18# Roll #0#
1691739664206@SensorListener: Numbers: Azimuth #358# Pitch #-19# Roll #359#
1691739664405@SensorListener: Numbers: Azimuth #359# Pitch #-19# Roll #0#
1691739664610@SensorListener: Numbers: Azimuth #359# Pitch #-20# Roll #0#
1691739664809@SensorListener: Numbers: Azimuth #0# Pitch #-22# Roll #0#
1691739665011@SensorListener: Numbers: Azimuth #358# Pitch #-23# Roll #351#
1691739665212@SensorListener: Numbers: Azimuth #3# Pitch #-27# Roll #356#
1691739665213@SensorListener: Numbers: Azimuth #3# Pitch #-14# Roll #2#
1691739665415@SensorListener: Numbers: Azimuth #355# Pitch #-7# Roll #3#
1691739665616@SensorListener: Numbers: Azimuth #0# Pitch #-8# Roll #1#
1691739665819@SensorListener: Numbers: Azimuth #6# Pitch #-11# Roll #0#
1691739666020@SensorListener: Numbers: Azimuth #4# Pitch #-13# Roll #359#
