1691741276940@DebuggableApplications: #MyCalc#
1691741276943@DebuggableApplications: #AudioRecorder#
1691741276983@DeveloperOptions: adb: #false# devops: #true#
1691741276986@Ptracer: #started#
1691741277011@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691741278968@SensorListener: #firstcalibrationdone#
1691741278968@SensorListener: #deviceiscorrectlyused#
1691741279109@SensorListener: #calibrationdone#
1691741279183@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691741279188@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691741279194@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691741281204@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691741281934@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691741282936@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691741283276@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691741283279@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691741283351@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691741283947@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691741284190@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691741284575@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691741284865@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691741284977@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691741285189@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691741287787@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691741287978@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691741290971@AppManagement: #onpause#
