1691396008191@DebuggableApplications: #MyCalc#
1691396008194@DebuggableApplications: #AudioRecorder#
1691396008211@DeveloperOptions: adb: #false# devops: #true#
1691396008215@Ptracer: #started#
1691396008228@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691396010208@SensorListener: #firstcalibrationdone#
1691396010208@SensorListener: #deviceiscorrectlyused#
1691396010326@SensorListener: #calibrationdone#
1691396010348@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691396010358@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691396010359@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691396010527@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691396011153@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691396011154@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691396012544@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691396012746@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691396013755@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691396014425@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691396014774@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691396016982@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691396017185@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691396017635@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691396017812@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691396018192@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691396018395@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691396019203@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691396019605@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691396020828@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691396021466@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691396022630@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691396023236@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691396024317@AppManagement: #onpause#
