1691395896629@DebuggableApplications: #MyCalc#
1691395896632@DebuggableApplications: #AudioRecorder#
1691395896651@DeveloperOptions: adb: #false# devops: #true#
1691395896659@Ptracer: #started#
1691395896667@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691395898646@SensorListener: #firstcalibrationdone#
1691395898646@SensorListener: #deviceiscorrectlyused#
1691395898703@SensorListener: #calibrationdone#
1691395898729@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691395898729@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691395898907@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691395899541@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691395899741@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691395901326@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691395902538@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691395902744@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691395903146@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691395903769@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691395903953@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691395904554@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691395904755@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691395904958@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691395905360@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691395905764@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691395906370@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691395906572@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691395906974@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691395907580@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691395907782@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691395907983@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691395908184@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691395908589@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691395908991@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691395910808@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691395911089@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691395915041@AppManagement: #onpause#
