1691401073244@DebuggableApplications: #MyCalc#
1691401073253@DebuggableApplications: #AudioRecorder#
1691401073288@DeveloperOptions: adb: #false# devops: #true#
1691401073289@Ptracer: #started#
1691401073337@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691401075278@SensorListener: #firstcalibrationdone#
1691401075278@SensorListener: #deviceiscorrectlyused#
1691401075397@SensorListener: #calibrationdone#
1691401075468@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691401075470@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401075610@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691401075848@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401076224@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401076809@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401077011@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401077212@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401083867@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691401084185@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691401087069@AppManagement: #onpause#
