1691741347512@DebuggableApplications: #MyCalc#
1691741347514@DebuggableApplications: #AudioRecorder#
1691741347531@DeveloperOptions: adb: #false# devops: #true#
1691741347539@Ptracer: #started#
1691741347546@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691741349552@SensorListener: #firstcalibrationdone#
1691741349552@SensorListener: #deviceiscorrectlyused#
1691741349674@SensorListener: #calibrationdone#
1691741349791@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691741349792@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691741349793@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691741349794@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691741350044@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691741350958@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691741351174@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691741351340@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691741351813@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691741351939@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691741352324@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691741353141@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691741353760@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691741353938@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691741353998@AppManagement: #onpause#
