1691408212502@DebuggableApplications: #MyCalc#
1691408212506@DebuggableApplications: #AudioRecorder#
1691408212530@DeveloperOptions: adb: #false# devops: #true#
1691408212544@Ptracer: #started#
1691408212550@UsbChecker: ischarg: #false# usbcharg: #false# accharg: #false#
1691408214525@SensorListener: #firstcalibrationdone#
1691408214525@SensorListener: #deviceiscorrectlyused#
1691408214635@SensorListener: #calibrationdone#
1691408214646@SensorListener: Texts: Azimuth #NORTH# Pitch #EAST# Roll #NORTH#
1691408214647@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #0#
1691408214838@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691408215441@SensorListener: Numbers: Azimuth #0# Pitch #2# Roll #359#
1691408216049@SensorListener: Numbers: Azimuth #2# Pitch #3# Roll #359#
1691408216249@SensorListener: Numbers: Azimuth #2# Pitch #2# Roll #359#
1691408216653@SensorListener: Numbers: Azimuth #2# Pitch #2# Roll #0#
1691408216856@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #359#
1691408217662@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691408217863@SensorListener: Numbers: Azimuth #1# Pitch #2# Roll #359#
1691408218067@SensorListener: Numbers: Azimuth #1# Pitch #2# Roll #0#
1691408218068@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #359#
1691408218268@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691408218469@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #359#
1691408219697@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691408220486@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #359#
1691408220889@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691408221090@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #359#
1691408222907@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691408224525@SensorListener: Numbers: Azimuth #359# Pitch #3# Roll #0#
1691408227949@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691408228555@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #359#
1691408229361@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691408230169@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #359#
1691408231008@SensorListener: Numbers: Azimuth #359# Pitch #2# Roll #0#
1691408231324@AppManagement: #onpause#
